=== TINH NGHICH DAO KHONG DUNG PHEP CHIA ===
Nhap so a: 
KET QUA:
Chia truc tiep: 1/65536.000000000000000 = 0.000015258789062
Newton-Raphson: 1/65536.000000000000000 = 0.000015258789062
Bit Manip:      1/65536.000000000000000 = 0.000007629394531
Simple Stable:  1/65536.000000000000000 = 0.000015258789062

SAI SO:
Newton:    0.000000000000000%
Bit Manip: 50.000000000000000%
Simple:    0.000000000000000%

=== TEST NGHICH DAO ===
a		Expected		Newton			BitManip		Simple			Error(%)
----------------------------------------------------------------------------------------------------------------
0.5000000000		2.0000000000		2.0000000000		1.0000000000		1.9999694824		0.0000000000%
1.0000000000		1.0000000000		1.0000000000		0.5000000000		1.0000000000		0.0000000000%
2.0000000000		0.5000000000		0.5000000000		0.2500000000		0.5000000000		0.0000000000%
4.0000000000		0.2500000000		0.2500000000		0.1250000000		0.2500000000		0.0000000000%
8.0000000000		0.1250000000		0.1250000000		0.0625000000		0.1250000000		0.0000000000%
16.0000000000		0.0625000000		0.0625000000		0.0312500000		0.0625000000		0.0000000000%
32.0000000000		0.0312500000		0.0312500000		0.0156250000		0.0312500000		0.0000000000%
64.0000000000		0.0156250000		0.0156250000		0.0078125000		0.0156250000		0.0000000000%
128.0000000000		0.0078125000		0.0078125000		0.0039062500		0.0078125000		0.0000000000%
256.0000000000		0.0039062500		0.0039062500		0.0019531250		0.0039062500		0.0000000000%
512.0000000000		0.0019531250		0.0019531250		0.0009765625		0.0019531250		0.0000000000%
1024.0000000000		0.0009765625		0.0009765625		0.0004882812		0.0009765625		0.0000000000%
2048.0000000000		0.0004882812		0.0004882812		0.0002441406		0.0004882812		0.0000000000%
4096.0000000000		0.0002441406		0.0002441406		0.0001220703		0.0002441406		0.0000000000%
8192.0000000000		0.0001220703		0.0001220703		0.0000610352		0.0001220703		0.0000000000%
16384.0000000000		0.0000610352		0.0000610352		0.0000305176		0.0000610352		0.0000000000%
32768.0000000000		0.0000305176		0.0000305176		0.0000152588		0.0000305176		0.0000000000%
65536.0000000000		0.0000152588		0.0000152588		0.0000076294		0.0000152588		0.0000000000%
0.1000000015		10.0000000000		9.9999990463		9.8320379257		9.9999990463		0.0000095367%
0.0099999998		100.0000000000		100.0000076294		99.9962234497		99.9999923706		0.0000076294%
0.0010000000		999.9999389648		999.9998779297		999.9998779297		999.9896240234		0.0000061035%
0.0001000000		10000.0000000000		9999.9990234375		9724.1064453125		10000.0000000000		0.0000097656%
3.1415901184		0.3183101416		0.3183101416		0.3147234619		0.3183101416		0.0000000000%
2.7182800770		0.3678796887		0.3678796887		0.3677778542		0.3678796887		0.0000000000%
100.0000000000		0.0099999998		0.0099999998		0.0098997736		0.0099999998		0.0000000000%
1000.0000000000		0.0010000000		0.0009999999		0.0012756751		0.0009999999		0.0000116415%
10000.0000000000		0.0001000000		0.0001000000		0.0000999994		0.0001000000		0.0000000000%
0.0000010000		1000000.0000000000		999999.9375000000		999999.9375000000		999993.0625000000		0.0000062500%
0.0000000010		1000000000.0000000000		1000000000.0000000000		1000000000.0000000000		999995520.0000000000		0.0000000000%
0.0000000000		999999995904.0000000000		999999995904.0000000000		999999995904.0000000000		999997177856.0000000000		0.0000000000%
